image_path,circularity,aspect_ratio,extent,norm_central_moment_20,norm_central_moment_02,glcm_contrast_0,glcm_contrast_1,glcm_homogeneity_0,gradient_mean_magnitude,gradient_std_magnitude,hog_pca_0,hog_pca_1,hog_pca_2,hog_pca_3,hog_pca_4,hog_pca_5,hog_pca_6,hog_pca_7,hog_pca_8,hog_pca_9,hog_pca_10,hog_pca_11,hog_pca_12,hog_pca_18,ch_12,ch_95,edge_density,mean_b,mean_g,mean_r,ClassId
img_002125.jpg,0.4310294044826542,0.9142857142857144,0.7848214285714286,0.0754695959971635,0.0930051161976556,0.563265306122449,0.315359477124183,0.816326530612245,93.46760058489711,93.71664328284344,-0.66031563,-0.25529632,-0.37897295,-0.87523925,-1.7608054,0.4112125,0.26098335,-0.20795795,0.950623,-0.002215693,1.5798635,0.34911028,0.2172428,-0.49446255,0.39346638,0.0,0.05859375,77.84741211,70.88891602,69.01831055,35
img_005310.jpg,0.8885651226805403,1.0,0.7295918367346939,0.0798368298368296,0.0798368298368296,0.3581757508342602,0.3733333333333335,0.8489432703003338,84.14749328735867,73.73133018516134,-0.7965174,0.61203784,1.1760534,-0.54046214,0.10260083,0.8300624,0.2754652,-0.32996508,-0.68447304,-0.14727786,-0.1015252,0.30713373,-0.17030753,-0.31111276,0.07890581,0.0,0.064941406,52.58300781,53.88452148,67.39794922,9
img_002482.jpg,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0597251585623678,0.9772727272727272,25.505962712201395,26.888766864234665,-1.4313948,-0.35332695,1.279157,-0.45546106,-0.24284302,1.1325928,0.19248573,-0.028813604,-0.31281477,0.35249802,0.15669248,0.3107517,-0.28322598,0.38302252,0.0,0.0,0.0,26.30444336,23.25317383,25.64892578,10
img_000251.jpg,0.2840952995795501,0.7878787878787878,0.4283216783216783,0.1086918817279866,0.1612499528572593,0.2098506069094305,0.1868003731343283,0.9023576097105508,54.90300025858734,54.03291814026536,-1.5311078,-0.7017067,-0.5943957,-0.52713287,0.57505125,0.5175516,1.0583751,-0.8696526,-0.7538656,0.35223117,0.38263527,0.28260198,0.12417712,0.035743624,0.051218823,0.0,0.06640625,46.58154297,38.96020508,40.91845703,10
img_000195.jpg,0.8933635332684237,1.0,0.7421177870315289,0.0793608514793229,0.0798833403173312,0.1668333333333333,0.2263491005996002,0.9177833333333334,65.78404067967502,77.03764325767611,-2.0961025,-0.88239855,0.02386684,0.892486,0.14268939,-0.71445584,-0.30191934,-0.44831362,-0.10178926,-0.40434155,-0.41092312,0.25772557,0.28445828,-0.30099082,0.043802593,0.0,0.169433594,59.43408203,47.19897461,51.92333984,1
img_000054.jpg,0.7162711864745047,1.1090909090909091,0.954843517138599,0.0931467870288442,0.0745369398228562,0.7054545454545456,0.4532483302975106,0.803144385026738,140.244188316605,137.74378626220795,3.3359241,-1.4845008,-0.6301971,0.03791871,-0.895152,0.39071184,-0.54807585,-0.24943887,-0.2775222,-0.106824,0.5255787,-0.41093484,0.6438737,0.581009,0.13098262,0.72554904,0.189208984,150.6289063,159.3830566,175.0568848,18
img_001500.jpg,0.49802543170814,1.0465116279069768,0.7521963824289406,0.0914798966191469,0.0795623982686576,0.6803977272727268,0.4973995271867618,0.811505681818181,120.0793280047887,140.58990923430798,-0.97785974,-0.18109994,-1.4115789,0.057568327,0.34171885,0.04278208,0.69806534,1.8783392,-0.6102473,-1.4356724,0.30266845,0.36906263,-0.8512225,-0.29047263,0.16619048,0.012646076,0.14453125,88.55541992,62.55273438,53.23413086,38
img_005412.jpg,0.1166010360970219,0.4639175257731959,0.5696449026345933,0.0627126444213648,0.2196418118777277,0.5941893158388011,0.5780092592592593,0.8625901690789506,104.81128923474016,160.75262510539542,-1.2724963,0.32824853,-0.50345886,-0.08626151,0.8667752,-0.07339166,-0.66454816,-0.37039196,0.4599869,-0.7341916,-0.5004278,-0.06790842,-0.5141251,-0.15485518,0.048578795,0.61115426,0.156005859,104.064209,107.4104004,123.0180664,15
img_004399.jpg,0.2008478842811314,0.7391304347826086,0.2033248081841432,0.249871057973645,0.2950576401747497,0.2127777777777778,0.1951219512195122,0.8936111111111116,49.53793586779592,40.02842431043928,-0.5568908,-0.2442911,-0.2445524,0.40961415,-0.12767571,0.005705128,0.8796501,-0.5709454,0.21004492,-0.18285988,-0.32843646,-0.5002527,-0.697488,-0.043460637,0.006441561,0.0,0.001708984,41.79418945,44.80322266,47.44262695,6
img_003796.jpg,0.6221587495488584,1.0833333333333333,0.5480769230769231,0.0852326031841456,0.0869987508749352,0.2403846153846154,0.3100137174211247,0.891346153846154,64.58720949773647,61.973093572674415,0.37170953,1.2685777,1.3109958,0.22347929,0.9122832,-0.42956284,0.0582929,-0.26587072,0.051581055,-0.32205462,-0.04905236,0.4773404,0.8403747,0.30762005,0.04630227,0.0,0.013427734,47.23144531,42.40844727,44.0,10
img_001111.jpg,0.3447192900290494,1.0389610389610389,0.5521103896103896,0.0863282907074496,0.0986449153726872,0.2389912954429082,0.4571904639835941,0.8871095750128007,80.47281150915833,103.6281527113002,3.5111024,-1.300185,0.17383012,0.2603694,0.422637,-0.4796803,-0.7336088,-0.52083945,-0.9047037,-0.63647807,0.12912446,0.118805446,-0.10633154,0.48426893,0.04285296,0.0,0.151611328,63.82714844,69.08642578,85.03051758,31
img_000953.jpg,0.2702396657914476,1.037037037037037,0.7387566137566137,0.0962140868705924,0.0898700099455502,0.9849108367626888,1.1098901098901108,0.7562010812555471,127.48777364247093,150.5895112716003,-1.1016388,-0.09569948,0.80450696,0.27288634,-0.54317874,0.048224565,-0.12282553,-0.27215117,0.49695134,-0.1753965,-0.31265748,-0.10547856,0.026736563,0.2716729,0.10589136,0.09573757,0.107910156,88.94042969,92.75927734,115.3752441,4
img_000567.jpg,0.5216381341840937,0.9655172413793104,0.8152709359605911,0.0780179771374126,0.0927462368706734,1.295019157088123,1.642857142857143,0.734002531162775,210.2369378158184,209.25489777741777,-0.8975988,-0.1380414,1.1402962,-0.44167176,0.077584036,0.43957824,-0.63388944,-0.09572472,0.17777593,0.07262556,-1.1950247,0.4255214,-0.18110836,-0.08895452,0.101236984,0.5286161,0.130126953,119.9995117,120.4128418,145.4460449,16
img_002760.jpg,0.6034344872456703,0.9767441860465116,0.865171650055371,0.0858090293930666,0.0834952233433316,0.4611457742484404,0.4529478458049883,0.8409731971675192,101.8755538489273,100.4303612646294,-0.9913311,-0.3334645,-1.1315898,0.02489923,0.38480383,-0.076811425,0.7354435,1.1813277,0.2942739,-0.729672,0.04654207,0.33480993,-0.31726006,0.77796197,0.314939,0.0,0.107177734,103.2868652,76.03491211,63.890625,38
img_001562.jpg,0.1496664968528299,1.2285714285714286,0.340531561461794,0.2142573439154975,0.1805505212441299,0.0648520005949724,0.1310232004759072,0.9675739997025138,36.08062569028525,38.8683375288566,-1.9342847,-0.58148384,-0.9292996,0.16918594,1.1819685,-0.5900737,0.49733472,-0.25738978,-0.85267353,0.37554327,-0.21369424,0.21098816,0.53840804,0.10510704,0.00182488,0.0,0.044677734,40.59545898,41.92602539,51.21728516,2
